"CellID","seurat_cluster.projected"
"s_008um_00575_00276-1","0"
"s_008um_00655_00229-1","1"
"s_008um_00606_00236-1","0"
"s_008um_00563_00257-1","0"
"s_008um_00550_00270-1","0"
"s_008um_00612_00190-1","1"
"s_008um_00528_00230-1","0"
"s_008um_00609_00211-1","1"
"s_008um_00583_00138-1","0"
"s_008um_00551_00267-1","0"
"s_008um_00609_00208-1","2"
"s_008um_00593_00267-1","0"
"s_008um_00540_00247-1","0"
"s_008um_00603_00204-1","1"
"s_008um_00543_00224-1","1"
"s_008um_00590_00156-1","0"
"s_008um_00616_00260-1","2"
"s_008um_00654_00241-1","1"
"s_008um_00584_00252-1","0"
"s_008um_00638_00157-1","1"
"s_008um_00649_00193-1","2"
"s_008um_00532_00209-1","1"
"s_008um_00621_00176-1","0"
"s_008um_00543_00218-1","1"
"s_008um_00561_00220-1","0"
"s_008um_00538_00183-1","1"
"s_008um_00558_00189-1","0"
"s_008um_00593_00231-1","0"
"s_008um_00543_00204-1","0"
"s_008um_00539_00259-1","1"
"s_008um_00592_00241-1","0"
"s_008um_00614_00236-1","0"
"s_008um_00543_00220-1","1"
"s_008um_00644_00220-1","1"
"s_008um_00602_00156-1","0"
"s_008um_00643_00224-1","1"
"s_008um_00605_00220-1","0"
"s_008um_00528_00203-1","0"
"s_008um_00602_00253-1","0"
"s_008um_00540_00210-1","2"
"s_008um_00538_00252-1","2"
"s_008um_00565_00183-1","1"
"s_008um_00619_00156-1","1"
"s_008um_00605_00265-1","1"
"s_008um_00562_00153-1","0"
"s_008um_00544_00273-1","0"
"s_008um_00567_00178-1","2"
"s_008um_00553_00262-1","0"
"s_008um_00529_00223-1","0"
"s_008um_00578_00181-1","2"
"s_008um_00621_00190-1","0"
"s_008um_00629_00269-1","2"
"s_008um_00621_00168-1","0"
"s_008um_00608_00166-1","0"
"s_008um_00524_00136-1","0"
"s_008um_00600_00143-1","0"
"s_008um_00568_00251-1","0"
"s_008um_00636_00237-1","1"
"s_008um_00565_00256-1","0"
"s_008um_00557_00205-1","0"
"s_008um_00599_00252-1","0"
"s_008um_00516_00182-1","0"
"s_008um_00522_00222-1","0"
"s_008um_00571_00193-1","2"
"s_008um_00612_00159-1","0"
"s_008um_00530_00211-1","1"
"s_008um_00602_00214-1","2"
"s_008um_00608_00138-1","0"
"s_008um_00535_00196-1","1"
"s_008um_00527_00198-1","0"
"s_008um_00624_00232-1","1"
"s_008um_00589_00136-1","1"
"s_008um_00643_00140-1","0"
"s_008um_00527_00170-1","1"
"s_008um_00617_00239-1","0"
"s_008um_00536_00157-1","1"
"s_008um_00613_00268-1","2"
"s_008um_00593_00179-1","0"
"s_008um_00542_00168-1","1"
"s_008um_00594_00264-1","0"
"s_008um_00572_00275-1","0"
"s_008um_00535_00243-1","0"
"s_008um_00547_00186-1","0"
"s_008um_00516_00156-1","1"
"s_008um_00525_00205-1","0"
"s_008um_00624_00233-1","1"
"s_008um_00618_00214-1","0"
"s_008um_00585_00192-1","1"
"s_008um_00609_00266-1","1"
"s_008um_00652_00241-1","2"
"s_008um_00577_00270-1","0"
"s_008um_00518_00268-1","0"
"s_008um_00580_00147-1","0"
"s_008um_00622_00160-1","1"
"s_008um_00543_00189-1","1"
"s_008um_00556_00240-1","1"
"s_008um_00628_00168-1","1"
"s_008um_00550_00266-1","0"
"s_008um_00553_00200-1","0"
"s_008um_00562_00171-1","0"
"s_008um_00570_00158-1","0"
"s_008um_00522_00149-1","2"
"s_008um_00537_00145-1","1"
"s_008um_00583_00275-1","0"
"s_008um_00632_00210-1","0"
"s_008um_00605_00191-1","2"
"s_008um_00621_00277-1","2"
"s_008um_00576_00203-1","1"
"s_008um_00618_00158-1","1"
"s_008um_00629_00222-1","0"
"s_008um_00574_00209-1","2"
"s_008um_00617_00166-1","0"
"s_008um_00546_00199-1","0"
"s_008um_00576_00210-1","1"
"s_008um_00560_00240-1","1"
"s_008um_00551_00158-1","0"
"s_008um_00549_00142-1","1"
"s_008um_00573_00219-1","2"
"s_008um_00623_00150-1","1"
"s_008um_00541_00136-1","1"
"s_008um_00564_00269-1","1"
"s_008um_00615_00136-1","1"
"s_008um_00532_00250-1","0"
"s_008um_00542_00233-1","0"
"s_008um_00609_00192-1","1"
"s_008um_00563_00187-1","2"
"s_008um_00519_00158-1","2"
"s_008um_00650_00204-1","1"
"s_008um_00641_00255-1","0"
"s_008um_00570_00228-1","0"
"s_008um_00561_00271-1","0"
"s_008um_00616_00178-1","0"
"s_008um_00629_00149-1","2"
"s_008um_00628_00261-1","2"
"s_008um_00557_00185-1","0"
"s_008um_00529_00135-1","1"
"s_008um_00543_00267-1","0"
"s_008um_00608_00144-1","1"
"s_008um_00570_00220-1","2"
"s_008um_00533_00258-1","0"
"s_008um_00598_00264-1","0"
"s_008um_00572_00248-1","0"
"s_008um_00607_00199-1","2"
"s_008um_00582_00242-1","0"
"s_008um_00532_00217-1","0"
"s_008um_00552_00250-1","1"
"s_008um_00632_00230-1","1"
"s_008um_00641_00203-1","0"
"s_008um_00547_00157-1","0"
"s_008um_00522_00226-1","0"
"s_008um_00593_00260-1","0"
"s_008um_00586_00174-1","0"
"s_008um_00624_00188-1","0"
"s_008um_00633_00245-1","0"
"s_008um_00619_00163-1","0"
"s_008um_00597_00163-1","0"
"s_008um_00571_00175-1","2"
"s_008um_00616_00136-1","1"
"s_008um_00549_00273-1","0"
"s_008um_00566_00249-1","0"
"s_008um_00603_00247-1","0"
"s_008um_00572_00171-1","2"
"s_008um_00585_00213-1","2"
"s_008um_00643_00161-1","1"
"s_008um_00569_00200-1","2"
"s_008um_00580_00247-1","0"
"s_008um_00631_00248-1","0"
"s_008um_00557_00144-1","0"
"s_008um_00534_00216-1","1"
"s_008um_00534_00175-1","1"
"s_008um_00582_00173-1","1"
"s_008um_00560_00259-1","0"
"s_008um_00558_00175-1","0"
"s_008um_00577_00256-1","0"
"s_008um_00569_00191-1","2"
"s_008um_00628_00176-1","0"
"s_008um_00646_00251-1","1"
"s_008um_00546_00265-1","0"
"s_008um_00620_00236-1","0"
"s_008um_00539_00190-1","1"
"s_008um_00627_00225-1","0"
"s_008um_00584_00242-1","0"
"s_008um_00531_00263-1","0"
"s_008um_00641_00265-1","0"
"s_008um_00549_00177-1","0"
"s_008um_00543_00188-1","1"
"s_008um_00596_00226-1","0"
"s_008um_00542_00207-1","0"
"s_008um_00532_00162-1","1"
"s_008um_00563_00188-1","1"
"s_008um_00647_00271-1","1"
"s_008um_00567_00267-1","0"
"s_008um_00623_00202-1","0"
"s_008um_00587_00157-1","0"
"s_008um_00533_00253-1","0"
"s_008um_00582_00263-1","0"
"s_008um_00627_00200-1","0"
"s_008um_00607_00254-1","2"
"s_008um_00530_00179-1","0"
"s_008um_00579_00150-1","0"
"s_008um_00525_00152-1","1"
"s_008um_00561_00176-1","0"
"s_008um_00633_00249-1","0"
"s_008um_00575_00248-1","0"
"s_008um_00525_00250-1","0"
"s_008um_00620_00249-1","2"
"s_008um_00600_00228-1","0"
"s_008um_00554_00239-1","1"
"s_008um_00561_00191-1","2"
"s_008um_00608_00200-1","2"
"s_008um_00554_00266-1","0"
"s_008um_00608_00202-1","2"
"s_008um_00544_00206-1","0"
"s_008um_00652_00245-1","2"
"s_008um_00537_00251-1","2"
"s_008um_00525_00161-1","1"
"s_008um_00599_00148-1","0"
"s_008um_00517_00230-1","0"
"s_008um_00603_00168-1","0"
"s_008um_00572_00203-1","2"
"s_008um_00525_00209-1","1"
"s_008um_00637_00204-1","0"
"s_008um_00615_00209-1","1"
"s_008um_00552_00167-1","0"
"s_008um_00550_00204-1","0"
"s_008um_00550_00276-1","0"
"s_008um_00649_00190-1","1"
"s_008um_00640_00180-1","1"
"s_008um_00563_00166-1","0"
"s_008um_00605_00200-1","2"
"s_008um_00609_00251-1","1"
"s_008um_00539_00219-1","1"
"s_008um_00614_00151-1","1"
"s_008um_00641_00193-1","0"
"s_008um_00530_00153-1","2"
"s_008um_00622_00259-1","1"
"s_008um_00520_00196-1","0"
"s_008um_00633_00260-1","2"
"s_008um_00565_00171-1","2"
"s_008um_00622_00277-1","2"
"s_008um_00578_00192-1","2"
"s_008um_00651_00227-1","1"
"s_008um_00576_00169-1","1"
"s_008um_00645_00245-1","1"
"s_008um_00540_00202-1","1"
"s_008um_00572_00173-1","0"
"s_008um_00648_00191-1","1"
"s_008um_00587_00204-1","1"
"s_008um_00641_00249-1","0"
"s_008um_00638_00201-1","0"
"s_008um_00602_00226-1","0"
"s_008um_00633_00226-1","1"
"s_008um_00617_00212-1","0"
"s_008um_00575_00186-1","0"
"s_008um_00547_00274-1","0"
"s_008um_00560_00244-1","1"
"s_008um_00554_00276-1","0"
"s_008um_00587_00164-1","2"
"s_008um_00614_00212-1","2"
"s_008um_00589_00271-1","0"
"s_008um_00558_00250-1","1"
"s_008um_00597_00253-1","0"
"s_008um_00530_00213-1","1"
"s_008um_00525_00159-1","0"
"s_008um_00548_00150-1","1"
"s_008um_00631_00141-1","2"
"s_008um_00550_00222-1","0"
"s_008um_00538_00206-1","1"
"s_008um_00533_00153-1","1"
"s_008um_00617_00235-1","0"
"s_008um_00544_00238-1","0"
"s_008um_00524_00223-1","0"
"s_008um_00539_00256-1","0"
"s_008um_00540_00136-1","0"
"s_008um_00527_00141-1","1"
"s_008um_00579_00271-1","0"
"s_008um_00589_00216-1","1"
"s_008um_00586_00252-1","0"
"s_008um_00545_00190-1","0"
"s_008um_00613_00171-1","0"
"s_008um_00530_00194-1","0"
"s_008um_00562_00263-1","1"
"s_008um_00625_00276-1","2"
"s_008um_00513_00229-1","0"
"s_008um_00560_00178-1","0"
"s_008um_00589_00161-1","0"
"s_008um_00539_00275-1","0"
"s_008um_00590_00242-1","0"
"s_008um_00638_00245-1","0"
"s_008um_00575_00190-1","1"
"s_008um_00624_00202-1","0"
"s_008um_00566_00255-1","0"
"s_008um_00586_00160-1","2"
"s_008um_00631_00243-1","0"
"s_008um_00621_00137-1","1"
"s_008um_00594_00263-1","0"
"s_008um_00648_00226-1","1"
"s_008um_00607_00219-1","0"
"s_008um_00581_00197-1","1"
"s_008um_00611_00239-1","0"
"s_008um_00627_00161-1","2"
"s_008um_00536_00232-1","0"
"s_008um_00603_00240-1","0"
"s_008um_00537_00229-1","0"
"s_008um_00583_00244-1","0"
"s_008um_00538_00174-1","1"
"s_008um_00580_00183-1","2"
"s_008um_00651_00260-1","1"
"s_008um_00586_00238-1","1"
"s_008um_00639_00254-1","0"
"s_008um_00577_00175-1","1"
"s_008um_00533_00157-1","2"
"s_008um_00651_00222-1","1"
"s_008um_00541_00228-1","0"
"s_008um_00542_00267-1","0"
"s_008um_00631_00258-1","0"
"s_008um_00586_00275-1","0"
"s_008um_00618_00213-1","0"
"s_008um_00611_00172-1","0"
"s_008um_00600_00222-1","0"
"s_008um_00628_00189-1","0"
"s_008um_00605_00239-1","0"
"s_008um_00526_00244-1","2"
"s_008um_00573_00191-1","1"
"s_008um_00627_00257-1","2"
"s_008um_00585_00212-1","2"
"s_008um_00648_00258-1","1"
"s_008um_00527_00197-1","0"
"s_008um_00600_00268-1","0"
"s_008um_00617_00145-1","1"
"s_008um_00645_00206-1","1"
"s_008um_00582_00149-1","0"
"s_008um_00590_00155-1","0"
"s_008um_00649_00267-1","1"
"s_008um_00520_00218-1","0"
"s_008um_00593_00145-1","0"
"s_008um_00626_00163-1","1"
"s_008um_00581_00262-1","0"
"s_008um_00526_00135-1","0"
"s_008um_00624_00143-1","1"
"s_008um_00629_00241-1","0"
"s_008um_00520_00151-1","1"
"s_008um_00572_00240-1","1"
"s_008um_00567_00184-1","1"
"s_008um_00604_00204-1","1"
"s_008um_00601_00207-1","2"
"s_008um_00584_00275-1","0"
"s_008um_00606_00270-1","2"
"s_008um_00633_00231-1","1"
"s_008um_00574_00185-1","2"
"s_008um_00595_00269-1","0"
"s_008um_00578_00218-1","2"
"s_008um_00639_00216-1","0"
"s_008um_00565_00198-1","2"
"s_008um_00636_00186-1","0"
"s_008um_00600_00232-1","1"
"s_008um_00645_00184-1","1"
"s_008um_00591_00231-1","0"
"s_008um_00552_00229-1","0"
"s_008um_00647_00196-1","1"
"s_008um_00531_00231-1","0"
"s_008um_00613_00201-1","0"
"s_008um_00578_00220-1","2"
"s_008um_00621_00172-1","0"
"s_008um_00645_00278-1","1"
"s_008um_00578_00214-1","1"
"s_008um_00631_00214-1","0"
"s_008um_00614_00215-1","0"
"s_008um_00517_00266-1","0"
"s_008um_00631_00251-1","0"
"s_008um_00588_00225-1","0"
"s_008um_00648_00173-1","1"
"s_008um_00632_00208-1","0"
"s_008um_00616_00278-1","2"
"s_008um_00628_00226-1","2"
"s_008um_00592_00277-1","0"
"s_008um_00579_00164-1","2"
"s_008um_00522_00201-1","0"
"s_008um_00590_00245-1","2"
"s_008um_00645_00277-1","1"
"s_008um_00580_00218-1","1"
"s_008um_00583_00246-1","0"
"s_008um_00558_00135-1","1"
"s_008um_00553_00188-1","0"
"s_008um_00536_00182-1","1"
"s_008um_00631_00153-1","1"
"s_008um_00545_00146-1","1"
"s_008um_00583_00175-1","2"
"s_008um_00599_00266-1","2"
"s_008um_00569_00166-1","2"
"s_008um_00537_00270-1","0"
"s_008um_00634_00238-1","0"
"s_008um_00654_00195-1","1"
"s_008um_00596_00173-1","1"
"s_008um_00647_00207-1","1"
"s_008um_00632_00213-1","0"
"s_008um_00630_00245-1","0"
"s_008um_00635_00222-1","0"
"s_008um_00548_00206-1","0"
"s_008um_00526_00269-1","0"
"s_008um_00592_00214-1","2"
"s_008um_00641_00139-1","2"
"s_008um_00618_00252-1","2"
"s_008um_00552_00212-1","0"
"s_008um_00534_00238-1","0"
"s_008um_00600_00191-1","2"
"s_008um_00597_00224-1","0"
"s_008um_00537_00199-1","1"
"s_008um_00576_00187-1","1"
"s_008um_00617_00277-1","1"
"s_008um_00619_00229-1","1"
"s_008um_00611_00205-1","2"
"s_008um_00617_00193-1","2"
"s_008um_00624_00198-1","0"
"s_008um_00624_00231-1","1"
"s_008um_00606_00162-1","0"
"s_008um_00651_00230-1","1"
"s_008um_00569_00175-1","2"
"s_008um_00540_00273-1","0"
"s_008um_00542_00248-1","0"
"s_008um_00544_00165-1","1"
"s_008um_00531_00236-1","0"
"s_008um_00597_00269-1","0"
"s_008um_00526_00246-1","0"
"s_008um_00546_00235-1","1"
"s_008um_00642_00230-1","1"
"s_008um_00626_00248-1","2"
"s_008um_00574_00187-1","2"
"s_008um_00557_00206-1","0"
"s_008um_00549_00210-1","0"
"s_008um_00532_00157-1","1"
"s_008um_00543_00271-1","2"
"s_008um_00601_00227-1","0"
"s_008um_00633_00258-1","2"
"s_008um_00535_00175-1","1"
"s_008um_00635_00152-1","1"
"s_008um_00586_00152-1","0"
"s_008um_00599_00143-1","0"
"s_008um_00584_00203-1","2"
"s_008um_00516_00141-1","0"
"s_008um_00598_00245-1","0"
"s_008um_00628_00188-1","0"
"s_008um_00573_00276-1","1"
"s_008um_00618_00226-1","2"
"s_008um_00545_00168-1","0"
"s_008um_00575_00200-1","1"
"s_008um_00614_00162-1","0"
"s_008um_00567_00205-1","1"
"s_008um_00535_00136-1","1"
"s_008um_00566_00264-1","0"
"s_008um_00586_00171-1","0"
"s_008um_00615_00186-1","2"
"s_008um_00649_00191-1","1"
"s_008um_00623_00152-1","1"
"s_008um_00596_00230-1","0"
"s_008um_00647_00266-1","1"
"s_008um_00607_00146-1","0"
"s_008um_00624_00147-1","0"
"s_008um_00615_00207-1","2"
"s_008um_00587_00170-1","1"
"s_008um_00619_00270-1","2"
"s_008um_00531_00220-1","0"
"s_008um_00525_00221-1","0"
"s_008um_00614_00177-1","0"
"s_008um_00600_00223-1","0"
"s_008um_00557_00249-1","1"
"s_008um_00552_00249-1","1"
"s_008um_00514_00210-1","0"
"s_008um_00533_00233-1","0"
"s_008um_00622_00212-1","0"
"s_008um_00580_00232-1","0"
"s_008um_00544_00176-1","0"
"s_008um_00600_00263-1","2"
"s_008um_00552_00274-1","0"
"s_008um_00608_00160-1","0"
"s_008um_00570_00231-1","2"
"s_008um_00564_00230-1","0"
"s_008um_00610_00258-1","1"
"s_008um_00528_00213-1","1"
"s_008um_00564_00265-1","0"
"s_008um_00598_00218-1","0"
"s_008um_00581_00143-1","0"
"s_008um_00552_00192-1","0"
"s_008um_00526_00234-1","0"
"s_008um_00622_00276-1","2"
"s_008um_00567_00249-1","0"
"s_008um_00535_00224-1","0"
"s_008um_00557_00263-1","1"
"s_008um_00607_00225-1","2"
"s_008um_00599_00272-1","0"
"s_008um_00564_00188-1","2"
"s_008um_00631_00189-1","0"
"s_008um_00551_00139-1","0"
"s_008um_00588_00237-1","1"
"s_008um_00596_00163-1","1"
"s_008um_00569_00190-1","1"
"s_008um_00584_00187-1","1"
"s_008um_00639_00261-1","0"
"s_008um_00579_00239-1","1"
"s_008um_00602_00244-1","0"
"s_008um_00570_00137-1","1"
"s_008um_00560_00262-1","1"
"s_008um_00563_00182-1","1"
"s_008um_00603_00174-1","2"
"s_008um_00544_00180-1","0"
"s_008um_00625_00230-1","1"
"s_008um_00638_00173-1","1"
"s_008um_00525_00150-1","1"
"s_008um_00518_00148-1","1"
"s_008um_00564_00193-1","1"
"s_008um_00567_00148-1","0"
"s_008um_00603_00272-1","2"
"s_008um_00620_00193-1","0"
"s_008um_00621_00233-1","0"
"s_008um_00606_00199-1","2"
"s_008um_00523_00237-1","2"
"s_008um_00613_00219-1","0"
"s_008um_00610_00246-1","0"
"s_008um_00570_00155-1","0"
"s_008um_00565_00178-1","0"
"s_008um_00636_00171-1","1"
"s_008um_00561_00204-1","2"
"s_008um_00646_00268-1","0"
"s_008um_00582_00257-1","0"
"s_008um_00539_00146-1","2"
"s_008um_00523_00178-1","0"
"s_008um_00641_00261-1","0"
"s_008um_00558_00157-1","0"
"s_008um_00579_00270-1","0"
"s_008um_00582_00270-1","0"
"s_008um_00598_00276-1","0"
"s_008um_00635_00198-1","0"
"s_008um_00617_00177-1","0"
"s_008um_00531_00258-1","0"
"s_008um_00516_00180-1","0"
"s_008um_00572_00229-1","0"
"s_008um_00650_00247-1","1"
"s_008um_00545_00203-1","2"
"s_008um_00539_00270-1","0"
"s_008um_00597_00258-1","0"
"s_008um_00620_00194-1","2"
"s_008um_00603_00206-1","2"
"s_008um_00580_00169-1","2"
"s_008um_00533_00164-1","1"
"s_008um_00656_00182-1","1"
"s_008um_00648_00206-1","1"
"s_008um_00581_00273-1","0"
"s_008um_00549_00152-1","0"
"s_008um_00549_00194-1","0"
"s_008um_00536_00179-1","1"
"s_008um_00527_00253-1","0"
"s_008um_00539_00234-1","0"
"s_008um_00594_00178-1","2"
"s_008um_00586_00224-1","0"
"s_008um_00583_00170-1","1"
"s_008um_00545_00179-1","0"
"s_008um_00576_00171-1","2"
"s_008um_00583_00147-1","0"
"s_008um_00582_00183-1","1"
"s_008um_00545_00210-1","0"
"s_008um_00522_00178-1","0"
"s_008um_00636_00150-1","1"
"s_008um_00590_00270-1","0"
"s_008um_00608_00148-1","0"
"s_008um_00609_00201-1","1"
"s_008um_00519_00182-1","0"
"s_008um_00545_00259-1","2"
"s_008um_00613_00195-1","1"
"s_008um_00596_00252-1","0"
"s_008um_00631_00254-1","0"
"s_008um_00553_00240-1","1"
"s_008um_00532_00210-1","1"
"s_008um_00535_00193-1","0"
"s_008um_00521_00216-1","0"
"s_008um_00516_00252-1","2"
"s_008um_00642_00184-1","1"
"s_008um_00522_00275-1","0"
"s_008um_00619_00176-1","0"
"s_008um_00523_00195-1","0"
"s_008um_00645_00210-1","1"
"s_008um_00593_00155-1","2"
"s_008um_00654_00247-1","1"
"s_008um_00582_00191-1","2"
"s_008um_00632_00188-1","0"
"s_008um_00597_00182-1","2"
"s_008um_00535_00177-1","1"
"s_008um_00607_00276-1","2"
"s_008um_00525_00254-1","0"
"s_008um_00521_00247-1","1"
"s_008um_00553_00162-1","0"
"s_008um_00622_00211-1","0"
"s_008um_00582_00195-1","0"
"s_008um_00552_00265-1","0"
"s_008um_00612_00230-1","1"
"s_008um_00640_00241-1","1"
"s_008um_00554_00188-1","0"
"s_008um_00601_00266-1","2"
"s_008um_00533_00204-1","1"
"s_008um_00520_00228-1","0"
"s_008um_00620_00207-1","0"
"s_008um_00582_00222-1","0"
"s_008um_00542_00253-1","1"
"s_008um_00540_00271-1","0"
"s_008um_00522_00195-1","0"
"s_008um_00533_00174-1","1"
"s_008um_00566_00236-1","0"
"s_008um_00576_00273-1","0"
"s_008um_00616_00177-1","0"
"s_008um_00584_00277-1","0"
"s_008um_00650_00235-1","1"
"s_008um_00564_00189-1","1"
"s_008um_00589_00163-1","1"
"s_008um_00628_00149-1","1"
"s_008um_00567_00193-1","2"
"s_008um_00565_00160-1","0"
"s_008um_00561_00174-1","0"
"s_008um_00522_00235-1","0"
"s_008um_00542_00223-1","1"
"s_008um_00622_00176-1","0"
"s_008um_00609_00250-1","2"
"s_008um_00625_00163-1","1"
"s_008um_00652_00263-1","1"
"s_008um_00563_00189-1","1"
"s_008um_00541_00268-1","0"
"s_008um_00554_00138-1","1"
"s_008um_00603_00178-1","2"
"s_008um_00516_00219-1","0"
"s_008um_00549_00183-1","0"
"s_008um_00564_00184-1","2"
"s_008um_00631_00145-1","1"
"s_008um_00523_00172-1","0"
"s_008um_00547_00190-1","0"
"s_008um_00601_00215-1","2"
"s_008um_00519_00151-1","2"
"s_008um_00563_00143-1","0"
"s_008um_00633_00202-1","0"
"s_008um_00581_00160-1","1"
"s_008um_00518_00150-1","1"
"s_008um_00540_00141-1","1"
"s_008um_00565_00240-1","1"
"s_008um_00567_00179-1","1"
"s_008um_00549_00136-1","1"
"s_008um_00579_00140-1","0"
"s_008um_00574_00272-1","0"
"s_008um_00569_00202-1","2"
"s_008um_00518_00135-1","0"
"s_008um_00649_00214-1","1"
"s_008um_00543_00203-1","0"
"s_008um_00626_00256-1","2"
"s_008um_00537_00200-1","1"
"s_008um_00636_00198-1","0"
"s_008um_00559_00177-1","0"
"s_008um_00596_00277-1","0"
"s_008um_00534_00162-1","1"
"s_008um_00605_00158-1","0"
"s_008um_00581_00226-1","0"
"s_008um_00541_00163-1","2"
"s_008um_00539_00217-1","1"
"s_008um_00599_00191-1","1"
"s_008um_00614_00152-1","1"
"s_008um_00638_00190-1","0"
"s_008um_00531_00232-1","0"
"s_008um_00547_00204-1","0"
"s_008um_00598_00243-1","0"
"s_008um_00606_00166-1","0"
"s_008um_00547_00167-1","0"
"s_008um_00625_00150-1","2"
"s_008um_00545_00149-1","1"
"s_008um_00603_00262-1","1"
"s_008um_00586_00220-1","2"
"s_008um_00637_00243-1","0"
"s_008um_00520_00181-1","0"
"s_008um_00649_00146-1","1"
"s_008um_00582_00212-1","1"
"s_008um_00546_00230-1","1"
"s_008um_00610_00241-1","0"
"s_008um_00570_00240-1","1"
"s_008um_00521_00259-1","0"
"s_008um_00602_00273-1","0"
"s_008um_00515_00143-1","0"
"s_008um_00550_00160-1","0"
"s_008um_00625_00157-1","1"
"s_008um_00642_00234-1","1"
"s_008um_00590_00239-1","0"
"s_008um_00517_00193-1","0"
"s_008um_00570_00194-1","2"
"s_008um_00548_00248-1","1"
"s_008um_00519_00258-1","0"
"s_008um_00605_00181-1","1"
"s_008um_00517_00216-1","1"
"s_008um_00522_00273-1","0"
"s_008um_00579_00223-1","0"
"s_008um_00632_00145-1","1"
"s_008um_00557_00182-1","0"
"s_008um_00635_00210-1","0"
"s_008um_00584_00268-1","0"
"s_008um_00574_00141-1","0"
"s_008um_00603_00147-1","0"
"s_008um_00571_00150-1","0"
"s_008um_00538_00160-1","2"
"s_008um_00579_00142-1","0"
"s_008um_00607_00242-1","0"
"s_008um_00626_00170-1","0"
"s_008um_00611_00213-1","0"
"s_008um_00521_00234-1","2"
"s_008um_00612_00227-1","0"
"s_008um_00525_00256-1","0"
"s_008um_00544_00158-1","1"
"s_008um_00572_00140-1","0"
"s_008um_00586_00173-1","2"
"s_008um_00558_00258-1","1"
"s_008um_00654_00271-1","1"
"s_008um_00634_00149-1","1"
"s_008um_00546_00275-1","0"
"s_008um_00645_00237-1","2"
"s_008um_00529_00220-1","0"
"s_008um_00516_00205-1","0"
"s_008um_00574_00248-1","0"
"s_008um_00523_00225-1","0"
"s_008um_00572_00151-1","0"
"s_008um_00549_00255-1","1"
"s_008um_00652_00190-1","1"
"s_008um_00588_00216-1","2"
"s_008um_00557_00218-1","0"
"s_008um_00588_00240-1","0"
"s_008um_00582_00147-1","0"
"s_008um_00604_00252-1","0"
"s_008um_00550_00269-1","0"
"s_008um_00580_00244-1","0"
"s_008um_00584_00269-1","0"
"s_008um_00554_00207-1","0"
"s_008um_00541_00210-1","1"
"s_008um_00583_00163-1","0"
"s_008um_00526_00262-1","0"
"s_008um_00536_00246-1","2"
"s_008um_00619_00233-1","0"
"s_008um_00594_00158-1","0"
"s_008um_00543_00136-1","1"
"s_008um_00593_00207-1","1"
"s_008um_00615_00146-1","1"
"s_008um_00627_00270-1","1"
"s_008um_00529_00188-1","0"
"s_008um_00551_00184-1","0"
"s_008um_00614_00245-1","0"
"s_008um_00612_00203-1","2"
"s_008um_00553_00227-1","0"
"s_008um_00587_00269-1","0"
"s_008um_00630_00196-1","0"
"s_008um_00554_00240-1","1"
"s_008um_00573_00204-1","2"
"s_008um_00623_00197-1","0"
"s_008um_00645_00183-1","1"
"s_008um_00609_00226-1","0"
"s_008um_00623_00139-1","2"
"s_008um_00536_00164-1","1"
"s_008um_00519_00135-1","2"
"s_008um_00631_00233-1","1"
"s_008um_00621_00189-1","0"
"s_008um_00629_00221-1","0"
"s_008um_00520_00164-1","1"
"s_008um_00555_00183-1","0"
"s_008um_00521_00187-1","0"
"s_008um_00562_00231-1","0"
"s_008um_00563_00262-1","0"
"s_008um_00610_00165-1","0"
"s_008um_00577_00140-1","0"
"s_008um_00602_00215-1","0"
"s_008um_00514_00203-1","0"
"s_008um_00533_00200-1","0"
"s_008um_00531_00196-1","0"
"s_008um_00558_00192-1","0"
"s_008um_00527_00184-1","0"
"s_008um_00651_00208-1","1"
"s_008um_00515_00163-1","1"
"s_008um_00623_00184-1","2"
"s_008um_00599_00205-1","2"
"s_008um_00576_00256-1","0"
"s_008um_00580_00276-1","0"
"s_008um_00596_00263-1","0"
"s_008um_00622_00197-1","0"
"s_008um_00608_00141-1","1"
"s_008um_00607_00235-1","0"
"s_008um_00567_00176-1","2"
"s_008um_00551_00188-1","0"
"s_008um_00629_00143-1","2"
"s_008um_00612_00136-1","1"
"s_008um_00596_00267-1","0"
"s_008um_00635_00151-1","1"
"s_008um_00563_00174-1","2"
"s_008um_00599_00181-1","1"
"s_008um_00599_00138-1","1"
"s_008um_00547_00231-1","1"
"s_008um_00585_00264-1","0"
"s_008um_00633_00151-1","2"
"s_008um_00537_00165-1","1"
"s_008um_00525_00141-1","1"
"s_008um_00530_00263-1","0"
"s_008um_00539_00268-1","0"
"s_008um_00556_00260-1","2"
"s_008um_00636_00219-1","0"
"s_008um_00513_00223-1","0"
"s_008um_00554_00223-1","0"
"s_008um_00576_00223-1","0"
"s_008um_00587_00265-1","0"
"s_008um_00623_00275-1","2"
"s_008um_00609_00172-1","0"
"s_008um_00532_00166-1","1"
"s_008um_00646_00244-1","1"
"s_008um_00605_00237-1","0"
"s_008um_00599_00234-1","1"
"s_008um_00568_00245-1","1"
"s_008um_00519_00266-1","0"
"s_008um_00604_00140-1","1"
"s_008um_00532_00233-1","0"
"s_008um_00546_00232-1","1"
"s_008um_00595_00265-1","0"
"s_008um_00638_00222-1","1"
"s_008um_00616_00229-1","1"
"s_008um_00623_00177-1","0"
"s_008um_00531_00225-1","0"
"s_008um_00649_00226-1","1"
"s_008um_00586_00184-1","2"
